08-22 09:47:35.053  INFO org.springframework.web.context.support.XmlWebApplicationContext:960 [localhost-startStop-2] Closing WebApplicationContext for namespace 'spring-servlet': startup date [Wed Aug 22 07:48:20 CST 2018]; parent: Root WebApplicationContext
08-22 09:47:35.054  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.scheduling.annotation.ScheduledAnnotationBeanPostProcessor@47e76791
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：com.jessin.practice.controller.HelloController@24bedd70
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：com.jessin.practice.controller.HelloController@24bedd70
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：com.jessin.practice.controller.SimpleController@1d6e5a3e
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：com.jessin.practice.controller.SimpleController@1d6e5a3e
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.annotation.ConfigurationClassPostProcessor@38b2e9d2
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.annotation.ConfigurationClassPostProcessor@38b2e9d2
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor@7b6b8136
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor@7b6b8136
08-22 09:47:35.055  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.beans.factory.annotation.RequiredAnnotationBeanPostProcessor@4258845a
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.beans.factory.annotation.RequiredAnnotationBeanPostProcessor@4258845a
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.annotation.CommonAnnotationBeanPostProcessor@476e9c2a
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.annotation.CommonAnnotationBeanPostProcessor@476e9c2a
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.event.EventListenerMethodProcessor@61ad3726
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.event.EventListenerMethodProcessor@61ad3726
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.event.DefaultEventListenerFactory@249b6fd
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.context.event.DefaultEventListenerFactory@249b6fd
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.accept.ContentNegotiationManagerFactoryBean@6eaed26e
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.accept.ContentNegotiationManagerFactoryBean@6eaed26e
08-22 09:47:35.056  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.accept.ContentNegotiationManagerFactoryBean@6eaed26e
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping@43ad8d83
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping@43ad8d83
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：{}
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：{}
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.format.support.FormattingConversionServiceFactoryBean@78082c83
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.format.support.FormattingConversionServiceFactoryBean@78082c83
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.format.support.FormattingConversionServiceFactoryBean@78082c83
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter@2d26ab19
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter@2d26ab19
08-22 09:47:35.057  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean@3db6cea
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean@3db6cea
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean@3db6cea
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.handler.MappedInterceptor@25a6fde9
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.handler.MappedInterceptor@25a6fde9
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver@52f1da8
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver@52f1da8
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver@708a5b62
08-22 09:47:35.058  INFO org.springframework.beans.factory.support.DefaultListableBeanFactory:188 [localhost-startStop-2] 进入getSingleton, 结果：org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver@708a5b62
